Elapsed Time (s),Long accel (g),Lat accel (g),Vert accel (g),Roll--Euler (deg),Pitch--Euler (deg),Yaw--Euler (deg),Latitude,Longitude,Speed (kts),Course (deg),GPS Time,Flagged
24.216,0.8361704,1.2338612,-0.7539184,-64.9765862,7.683638313,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.861Z,N
24.255,1.172678,0.7953816,0.7858588,-59.38188951,6.869457147,213.2004547,50.14764042,-5.058473575,6.021261384,299.2703355,2021-11-17T13:20:44.900Z,N
24.304,0.8361704,0.2651272,0.8878308,-54.93507098,6.536999826,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:44.949Z,N
24.351,0.407888,-0.3670992,0.9592112,-50.4359981,8.673541036,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:44.996Z,N
24.401,0.1937468,-0.3772964,1.1835496,-47.19967691,11.35975879,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.046Z,N
24.456,0.2243384,-0.2243384,0.8368448,-45.28711809,15.67161107,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.101Z,N
24.501,0.6322264,0.9891284,-0.1522836,-46.94434737,18.62552443,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.146Z,N
24.558,0.8769592,2.753244,-2.263104,-51.77799024,20.984028,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.203Z,N
24.601,-0.1937468,1.9680596,-0.6417492,-51.80361369,23.29155958,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.246Z,N
24.651,-0.3161132,0.7545928,0.8776336,-52.60279704,27.35496373,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.296Z,N
24.714,-0.1427608,0.6220292,1.305916,-54.32831455,27.28082203,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.359Z,N
24.751,-0.2957188,0.2345356,1.5302544,-55.18576283,27.1002933,227.3263855,50.14762911,-5.058503145,5.62755503,304.6881271,2021-11-17T13:20:45.396Z,N
24.801,-0.815776,0.0101972,1.4996628,-54.5491209,27.71215701,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.446Z,N
24.851,-1.27465,0.6424236,1.2345356,-57.68063967,25.89015284,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.496Z,N
24.901,-0.0407888,3.2936956,-2.5078368,-58.69004599,19.10896692,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.546Z,N
24.951,0.76479,1.1930724,-1.1210176,-55.28229389,14.80001235,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.596Z,N
25.002,1.1522836,0.560846,0.23521,-54.63834366,15.15231009,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.647Z,N
25.052,0.815776,-0.458874,0.7144784,-48.93763902,14.96668604,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.697Z,N
25.101,0.5710432,-0.407888,0.898028,-45.02569261,15.02585767,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.746Z,N
25.151,0.2855216,-0.2345356,1.3161132,-41.30591356,17.98716129,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.796Z,N
25.216,0.2957188,0.0815776,0.9388168,-40.18766134,20.30401779,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.861Z,N
25.251,0.7036068,0.7036068,-0.376622,-42.0785787,23.28476354,213.4906769,50.14762516,-5.058512547,6.033144213,299.1115288,2021-11-17T13:20:45.897Z,N
25.301,1.0299172,3.1917236,-2.8137528,-46.68182222,22.3240206,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:45.946Z,N
25.351,-0.4486768,0.76479,0.8062532,-48.53318937,28.90853635,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:45.996Z,N
25.401,-0.1835496,0.7240012,1.0611832,-52.1300899,30.39450204,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.046Z,N
25.451,-0.2447328,0.4486768,1.1733524,-53.90032465,26.89572914,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.096Z,N
25.501,-0.3467048,0.1223664,1.611832,-54.24956247,24.63948203,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.146Z,N
25.551,-0.5914376,0.2753244,1.4180852,-56.25486843,21.81480951,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.196Z,N
25.601,-0.560846,1.0401144,0.796056,-58.84087706,19.68327483,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.246Z,N
25.651,0.3263104,3.0795544,-1.2535812,-63.52511637,14.04118004,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.296Z,N
25.706,0.2651272,0.76479,-1.8246244,-56.83631559,10.64879758,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.351Z,N
25.751,0.6016348,0.152958,0.7858588,-51.90958408,10.18245446,248.0438538,50.14761789,-5.058530976,6.033144213,299.1115288,2021-11-17T13:20:46.396Z,N
25.807,0.5506488,0.0203944,0.4595484,-47.89779054,7.213146713,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.452Z,N
25.851,0.458874,-0.6220292,0.3167876,-44.86227009,6.51987825,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.496Z,N
25.901,0.4690712,-0.5812404,0.7552672,-42.97026331,7.418538184,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.546Z,N
25.951,0.305916,-0.1121692,0.4289568,-42.7748516,9.987932383,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.596Z,N
26.001,0.4384796,0.8871564,0.0618576,-44.23080544,13.47103257,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.646Z,N
26.052,0.8259732,3.3752732,-2.1203432,-48.30888938,17.4120901,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.697Z,N
26.101,-0.2447328,1.9476652,-0.3562276,-46.82763993,20.53949197,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.746Z,N
26.154,-0.356902,0.611832,1.0305916,-41.86442495,23.88167596,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.799Z,N
26.211,-0.3670992,0.1733524,1.1427608,-41.28300852,22.8451333,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.856Z,N
26.252,-0.4690712,0.0407888,1.8463676,-39.7389145,19.939243,273.6876831,50.14760622,-5.058560957,6.256676792,293.4882736,2021-11-17T13:20:46.897Z,N
26.301,-0.7036068,0.3161132,1.662818,-41.37900341,18.6615588,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:46.946Z,N
26.353,-0.7851844,1.9476652,-0.1828752,-47.71609044,12.0425745,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:46.998Z,N
26.401,-0.1631552,2.2841728,-2.6404004,-52.47606972,8.323140382,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.046Z,N
26.453,0.5506488,1.2542556,0.4799428,-53.35792226,7.177949041,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.098Z,N
26.501,0.662818,0.2855216,0.5105344,-54.43285401,6.37099208,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.146Z,N
26.555,0.968734,-0.0101972,0.2148156,-54.37831836,1.970206255,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.200Z,N
26.601,0.9381424,-0.3874936,0.9796056,-55.20318664,2.247626765,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.246Z,N
26.653,1.3358332,0.8259732,0.8266476,-61.45485873,5.153080143,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.298Z,N
26.72,0.917748,0.560846,-0.0605088,-61.89603431,8.447837437,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.365Z,N
26.752,0.203944,1.1522836,-0.7539184,-62.03810224,17.08162336,253.8179321,50.14760257,-5.05856959,5.958739802,298.9586156,2021-11-17T13:20:47.397Z,N
26.801,0.1223664,2.8450188,-1.5696944,-63.30142085,20.67743447,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.446Z,N
26.851,-0.7851844,1.1012976,0.1434352,-59.83461493,26.1905548,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.496Z,N
26.901,-0.3772964,0.7036068,0.898028,-57.99077123,27.3128522,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.546Z,N
26.952,-0.152958,0.6220292,1.0203944,-54.69322765,25.05301754,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.597Z,N
27.001,-0.2753244,0.4180852,1.7240012,-52.67793937,24.14550739,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.646Z,N
27.054,-0.5710432,0.4486768,1.3874936,-53.11243843,24.32338771,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.699Z,N
27.101,-0.5506488,0.7851844,1.2243384,-54.87767007,23.39649177,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.746Z,N
27.153,0.5404516,2.3861448,-1.3657504,-60.07057748,19.17919834,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.798Z,N
27.212,0.5710432,1.1930724,-0.631552,-58.8437594,18.46242805,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.857Z,N
27.254,1.01972,-0.3263104,0.0210688,-59.65782232,17.66080461,260.9220276,50.14759486,-5.058589878,5.930623604,299.7515314,2021-11-17T13:20:47.899Z,N
27.301,1.1012976,-0.3263104,0.337182,-60.32510447,16.13918703,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:47.946Z,N
27.351,0.866762,0.0611832,1.458874,-63.01968238,17.95493987,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:47.996Z,N
27.401,0.5506488,-0.0203944,1.5404516,-64.27570634,21.08606078,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.046Z,N
27.452,0.5302544,0.0305916,0.7348728,-67.3900745,26.17241552,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.097Z,N
27.501,1.8660876,1.9476652,-0.1012976,-73.04177595,27.90256902,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.146Z,N
27.551,0.968734,3.31409,-2.1815264,-78.01103906,29.14108038,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.196Z,N
27.602,-0.6322264,1.3664248,0.7348728,-82.35796265,32.39221966,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.247Z,N
27.651,-0.6016348,0.4996628,1.0203944,-84.07373348,33.8099586,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.296Z,N
27.721,-0.3467048,0.356902,1.1121692,-79.47935896,32.21826499,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.366Z,N
27.754,-0.2753244,0.0713804,1.713804,-73.31368578,30.02241725,289.7398071,50.14758403,-5.058618533,5.461023811,304.9262015,2021-11-17T13:20:48.399Z,N
27.803,-0.4792684,0.3874936,1.4792684,-69.17982311,29.10304647,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.448Z,N
27.854,-0.2447328,1.325636,0.6532952,-66.57129192,27.06693466,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.499Z,N
27.903,0.7953816,2.6818636,-1.3759476,-67.56093168,22.35629666,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.548Z,N
27.954,0.76479,0.8973536,-0.835496,-62.58953756,19.55333731,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.599Z,N
28.005,0.9483396,0.5710432,0.9286196,-62.89550271,18.27727699,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.650Z,N
28.054,0.7749872,0.1121692,0.7654644,-62.49758272,16.53732388,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.700Z,N
28.106,0.4690712,-0.2855216,0.9286196,-60.23556752,16.35230772,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.751Z,N
28.151,0.3365076,-0.2447328,1.3976908,-62.51713755,18.02267144,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.796Z,N
28.22,0.3161132,-0.0101972,1.25493,-64.50130066,19.12680908,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.865Z,N
28.259,1.4480024,2.2841728,-1.5187084,-67.16856464,18.33185362,254.1703186,50.14757758,-5.058638191,6.254185972,296.6828639,2021-11-17T13:20:48.904Z,N
28.306,0.611832,2.7226524,-1.7634412,-65.70682221,18.02436533,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:48.951Z,N
28.351,-0.3874936,1.4480024,-0.0911004,-64.75278139,21.91214483,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:48.996Z,N
28.401,-0.2957188,0.6016348,1.0203944,-63.97799889,23.12164496,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.046Z,N
28.455,-0.2141412,0.2651272,1.1223664,-59.78979523,21.02340575,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.100Z,N
28.501,-0.3263104,0.0917748,1.6832124,-58.85698265,20.44833456,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.146Z,N
28.556,-0.713804,0.203944,1.356902,-58.70293456,20.35516907,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.201Z,N
28.601,-0.9993256,1.070706,1.2345356,-61.28557933,19.70467894,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.246Z,N
28.657,0.1223664,2.8654132,-2.3752732,-63.78973156,11.58701284,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.302Z,N
28.718,0.611832,0.9483396,-0.3052416,-63.04397053,10.1277122,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.363Z,N
28.751,0.9381424,0.2957188,1.050986,-67.45560334,8.98340281,254.1053772,50.14757113,-5.05865785,5.563777886,306.5998698,2021-11-17T13:20:49.396Z,N
28.801,0.6730152,-0.3874936,0.49014,-67.98327643,5.310127108,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.446Z,N
28.851,0.8463676,0.4486768,0.4799428,-67.76716924,0.996361413,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.496Z,N
28.901,0.356902,-0.1733524,1.5200572,-68.4985937,3.404254617,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.546Z,N
28.951,0.611832,0.7749872,1.0611832,-72.01366857,6.211782506,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.596Z,N
29.001,1.1114948,2.2127924,-0.5193828,-71.81742357,8.375280338,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.646Z,N
29.051,0.1733524,3.3446816,-1.9979768,-71.77524716,10.80888355,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.696Z,N
29.101,-0.7953816,1.0503116,0.7042812,-73.86790782,16.97524145,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.746Z,N
29.151,-0.7545928,0.1937468,0.7654644,-72.25703504,20.22508983,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.796Z,N
29.216,-0.3467048,0.2243384,1.203944,-70.83205951,18.89801653,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.861Z,N
29.251,-0.3874936,-0.1835496,1.8973536,-69.99366746,17.82580149,261.2801208,50.14756871,-5.05866896,5.939864146,303.3156136,2021-11-17T13:20:49.896Z,N
29.301,-0.6832124,0.101972,1.4894656,-69.22742952,17.04760048,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:49.946Z,N
29.351,-1.2032696,0.7851844,1.356902,-70.58746361,14.48249564,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:49.996Z,N
29.401,-0.3874936,3.1305404,-1.2739756,-71.43420898,10.11097397,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.046Z,N
29.451,0.4792684,2.0190456,-1.1210176,-69.95866957,5.689916785,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.096Z,N
29.501,0.9585368,0.713804,0.9388168,-70.18219434,5.918579136,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.146Z,N
29.551,1.01972,0,0.6329008,-70.00544954,4.674721872,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.196Z,N
29.601,1.3868192,0.3976908,1.050986,-70.85883385,4.012211884,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.246Z,N
29.651,1.2440584,0.2345356,1.0305916,-71.69004055,7.652094793,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.296Z,N
29.711,1.1624808,1.4581996,-0.0299172,-73.0478275,13.09186913,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.356Z,N
29.751,1.7029324,3.7525696,-1.7124552,-78.924611,21.62291706,234.5743103,50.14756315,-5.058687769,5.939864146,303.3156136,2021-11-17T13:20:50.396Z,N
29.801,-0.7545928,2.9775824,-1.3351588,-83.7508158,25.66951553,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.446Z,N
29.852,-1.3664248,-0.0203944,1.2447328,-87.84014564,30.65824297,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.497Z,N
29.901,-0.815776,-0.4894656,1.662818,-87.66489665,28.11722649,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.546Z,N
29.951,-0.6424236,-0.407888,1.3263104,-82.46659681,22.201779,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.596Z,N
30.001,-0.6322264,0.611832,1.4384796,-81.5787337,19.64827524,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.646Z,N
30.052,-0.3772964,1.835496,0.4187596,-81.87521855,13.59077688,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.697Z,N
30.101,-0.1325636,2.1006232,-0.4887912,-79.21334359,10.90419371,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.746Z,N
30.152,0.0305916,1.2644528,-0.0809032,-75.55436347,9.395281997,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.797Z,N
30.211,0.3976908,0.9891284,0.3167876,-75.63722049,7.778979216,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.856Z,N
30.256,0.917748,0.8055788,0.6227036,-76.81315366,4.6102197,248.392746,50.1475575,-5.058708732,5.883702071,304.8979344,2021-11-17T13:20:50.901Z,N
30.301,1.3154388,0.560846,0.7042812,-75.77226699,2.819829273,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:50.946Z,N
30.351,1.3460304,0.0611832,0.6736896,-72.1243791,2.075038132,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:50.996Z,N
30.401,0.9279452,0.2957188,1.0101972,-72.10238589,3.264181313,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.046Z,N
30.451,0.3263104,0.2651272,0.8878308,-72.67106061,6.940345545,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.096Z,N
30.501,-0.1733524,0.6934096,-0.0911004,-73.91397744,9.91449419,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.146Z,N
30.554,0.1937468,3.0387656,-1.6716664,-77.08488591,8.314408839,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.199Z,N
30.601,-0.76479,1.1624808,-0.1828752,-77.67006236,10.48106008,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.246Z,N
30.653,-0.6016348,0.3263104,0.643098,-73.84528623,11.47960641,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.298Z,N
30.71,-0.2957188,0.2753244,1.2957188,-71.9134492,9.64101171,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.355Z,N
30.753,-0.1733524,0.2345356,1.4996628,-71.744805,6.690897647,258.740448,50.14755263,-5.058727673,5.883702071,304.8979344,2021-11-17T13:20:51.398Z,N
30.804,-0.5710432,0.7341984,1.152958,-70.13775713,4.655597342,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.449Z,N
30.852,-0.3670992,1.9272708,0.5003372,-71.49690329,3.327790223,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.497Z,N
30.901,0.152958,2.7226524,-1.4371308,-74.17800523,1.340353963,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.546Z,N
30.953,0.6322264,0.8565648,0.6532952,-74.2268684,2.745075201,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.598Z,N
31.001,1.0095228,0.4996628,1.1631552,-76.92639137,3.00164784,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.646Z,N
31.055,0.866762,-0.1121692,1.0101972,-79.10414252,1.49022496,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.700Z,N
31.101,1.0911004,0.6016348,0.9388168,-79.63406274,-1.328172427,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.746Z,N
31.153,0.5710432,-0.0101972,0.9286196,-77.41284427,-0.398232255,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.798Z,N
31.212,0.1223664,0.9789312,0.184224,-76.8904031,1.931162759,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.857Z,N
31.251,-0.0611832,2.7226524,-2.2325124,-77.70301802,4.024887435,226.2129517,50.14754472,-5.058757408,6.17488298,301.9706662,2021-11-17T13:20:51.896Z,N
31.301,-0.7545928,2.1312148,-0.7437212,-75.24813877,3.637957222,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:51.946Z,N
31.359,-0.4792684,0.8565648,0.9694084,-73.54544776,4.658180861,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.004Z,N
31.401,-0.1427608,0.4690712,1.1835496,-70.61127365,3.125378423,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.046Z,N
31.451,0.0713804,0.2651272,1.3365076,-67.73917913,0.753825347,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.096Z,N
31.505,-0.1325636,0.1121692,1.713804,-67.26870204,1.338008006,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.150Z,N
31.551,-0.917748,0.8973536,1.0917748,-66.48731475,2.615699466,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.196Z,N
31.602,-0.9993256,1.7743128,-0.835496,-65.34717177,3.196480478,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.247Z,N
31.653,0,1.4887912,-1.7838356,-62.17252719,1.958381276,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.298Z,N
31.717,0.866762,0.866762,0.7246756,-60.62079702,3.665169122,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.362Z,N
31.752,1.0095228,0.25493,1.0611832,-57.21287416,4.323357734,227.2669373,50.14754022,-5.058777689,5.623363356,311.3654556,2021-11-17T13:20:52.397Z,N
31.803,0.8973536,-0.1835496,0.6532952,-53.0243973,4.119520986,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.448Z,N
31.852,0.5302544,0.0101972,0.8062532,-50.99335519,6.388326673,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.497Z,N
31.903,0.050986,-0.1223664,0.9082252,-50.94660596,10.07618184,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.548Z,N
31.955,-0.2447328,0.815776,0.031266,-55.46099896,15.24528262,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.600Z,N
32.004,0.3467048,3.161132,-1.8858076,-63.41898206,15.45003974,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.649Z,N
32.054,-0.713804,1.2542556,-0.7947072,-61.56865651,14.3688208,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.699Z,N
32.101,-0.1835496,0.7851844,0.9694084,-61.64133656,13.88899233,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.746Z,N
32.153,0.1835496,0.50986,1.2243384,-61.13151758,10.52398099,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.799Z,N
32.216,0.1937468,0.101972,1.4180852,-59.20170912,9.082848656,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.861Z,N
32.254,-0.1733524,0.1937468,1.4384796,-58.18048657,10.37973679,241.4010925,50.1475364,-5.058798701,6.254835402,303.7508633,2021-11-17T13:20:52.899Z,N
32.303,-0.6730152,0.7341984,1.407888,-59.97644381,11.88390665,217.4879761,50.14753257,-5.058819713,5.761692495,312.5962361,2021-11-17T13:20:52.948Z,N
