Elapsed Time (s),Long accel (g),Lat accel (g),Vert accel (g),Roll--Euler (deg),Pitch--Euler (deg),Yaw--Euler (deg),Latitude,Longitude,Speed (kts),Course (deg),GPS Time,Flagged
7.901,-0.6220292,0.3976908,1.3161132,-18.65416341,9.365803754,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.546Z,N
7.955,-1.3154388,0,-4.0680084,-23.89325313,-0.809937165,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.600Z,N
8.001,0.1325636,-0.0203944,-0.0503116,-20.65805552,-0.304779847,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.646Z,N
8.051,0.6322264,0.0917748,0.847042,-24.24739673,5.053468238,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.696Z,N
8.101,0.2855216,-1.0605088,0.4595484,-22.16176775,1.360115728,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.746Z,N
8.151,0.4282824,-0.6526208,0.592112,-19.18173575,-2.625824795,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.796Z,N
8.223,0.2855216,-0.203944,0.8266476,-17.93777561,-2.428631472,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.868Z,N
8.251,0.0203944,-0.050986,0.3575764,-18.42353866,-0.38976178,216.1519012,50.14784268,-5.057903813,3.255696414,308.9828926,2021-11-17T13:20:28.896Z,N
8.301,-0.356902,0.3467048,-1.345356,-19.15322825,0.155591041,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:28.946Z,N
8.351,-0.6526208,1.78451,-2.721978,-24.49951267,-0.025890687,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:28.996Z,N
8.401,-0.6934096,0.50986,-0.1114948,-22.00618629,1.503194849,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.046Z,N
8.451,-0.203944,0.356902,0.7654644,-17.98186106,1.795658638,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.096Z,N
8.501,0,0.1427608,1.0815776,-18.65783976,2.009657214,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.146Z,N
8.552,-0.2651272,0.2345356,1.3670992,-19.0618574,3.496977423,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.197Z,N
8.601,-0.6832124,0.4894656,1.0203944,-20.50409281,4.672588292,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.246Z,N
8.651,-0.8259732,1.2134668,0.1128436,-26.65632588,4.176735772,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.296Z,N
8.722,-0.1631552,1.2338612,-3.1094716,-33.23697745,1.372720201,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.368Z,N
8.751,1.0401144,0.407888,0.3065904,-32.45585312,0.592987093,236.9287567,50.14784069,-5.05790978,3.100663252,313.0081362,2021-11-17T13:20:29.396Z,N
8.801,0.9585368,-0.560846,0.0618576,-34.63412337,0.155989753,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.446Z,N
8.851,0.7953816,-0.3670992,0.8674364,-32.15681719,0.633815189,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.496Z,N
8.901,0.5302544,-0.0815776,1.1427608,-30.5485433,3.239808637,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.546Z,N
8.951,0.2141412,0.0407888,1.0101972,-28.02148944,7.93926924,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.596Z,N
9.001,-0.1427608,0.356902,0.6227036,-27.34208029,11.4989589,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.646Z,N
9.051,0.2957188,2.192398,-3.8232756,-31.44080505,9.933801427,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.696Z,N
9.101,-0.4180852,1.3358332,-0.8762848,-29.0514,11.23013973,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.746Z,N
9.151,-0.2651272,0.5302544,0.7144784,-26.01017804,11.57685806,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.796Z,N
9.225,-0.0611832,0.0917748,0.8674364,-29.0783246,9.621000964,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.870Z,N
9.255,0.1325636,0.0815776,1.1325636,-35.63576718,7.563150362,241.0824432,50.14783696,-5.057921589,3.478092705,311.1763972,2021-11-17T13:20:29.900Z,N
9.301,-0.1835496,0.0203944,1.1631552,-36.63624304,7.049604238,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:29.946Z,N
9.361,-0.6730152,1.01972,0.4493512,-38.48938946,7.126254755,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.006Z,N
9.401,-0.305916,1.4683968,-0.5193828,-41.91860201,7.454322398,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.046Z,N
9.451,0.5404516,1.8660876,-2.1815264,-43.91891852,3.93131171,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.096Z,N
9.501,0.9075508,0.7443956,0.4595484,-41.22967499,5.559928895,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.146Z,N
9.551,0.611832,-0.356902,0.4289568,-40.90137853,6.620019494,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.196Z,N
9.601,0.5200572,-0.3670992,0.7756616,-40.01643874,8.018311603,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.246Z,N
9.651,0.305916,-0.1223664,1.25493,-42.08013257,13.73369432,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.297Z,N
9.715,0.0815776,-0.1121692,1.203944,-43.25490802,17.67718853,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.360Z,N
9.752,0.458874,0.8871564,0.1230408,-48.60085606,22.88905483,219.1381683,50.14783319,-5.057932551,3.478092705,311.1763972,2021-11-17T13:20:30.397Z,N
9.801,1.6213548,3.8851332,-2.5792172,-53.21984657,21.59169797,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.446Z,N
9.852,-0.3365076,0.5812404,0.337182,-48.68539331,24.48080308,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.497Z,N
9.901,-0.1631552,0.3365076,0.8368448,-45.97003455,25.68512934,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.546Z,N
9.953,-0.0611832,0.0917748,1.0203944,-46.97999071,21.00322083,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.598Z,N
10.001,0.0815776,0.3670992,1.0203944,-47.73824415,18.56278914,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.646Z,N
10.053,-0.4486768,0.1937468,1.1937468,-45.80148598,16.93305991,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.698Z,N
10.101,-0.50986,1.1114948,0.7246756,-44.87334524,15.76838631,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.746Z,N
10.152,0.2345356,2.1618064,-2.0795544,-48.22042135,12.60093819,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.797Z,N
10.209,0.560846,1.2338612,-0.7029324,-48.74521893,10.89785018,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.854Z,N
10.253,0.8463676,0.3772964,1.0407888,-50.09848089,15.62092594,229.0662231,50.14782889,-5.057944931,3.71842813,310.5368308,2021-11-17T13:20:30.898Z,N
10.301,0.7749872,-0.3874936,1,-51.83721822,16.8184852,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:30.946Z,N
10.354,0.4894656,-0.4384796,0.8878308,-50.54997346,17.19924946,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:30.999Z,N
10.401,0.3263104,-0.1223664,1.152958,-51.4755358,18.70027914,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.046Z,N
10.454,0.101972,0.0917748,1.0815776,-53.90792665,23.18116835,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.099Z,N
10.501,0.1427608,0.5812404,0.7756616,-54.84536669,26.1225449,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.146Z,N
10.552,1.8252988,4.1400632,-2.5792172,-56.6234869,21.93200361,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.198Z,N
10.601,0.1427608,1.7029324,-0.0299172,-55.86272678,24.42876216,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.246Z,N
10.652,-0.203944,0.2447328,0.6329008,-51.92017087,26.29126935,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.297Z,N
10.709,-0.1835496,0.1733524,1.1733524,-52.29743295,25.44763171,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.354Z,N
10.751,-0.4690712,0.101972,1.5200572,-53.68100045,24.27310556,234.9337006,50.14782291,-5.057961694,3.662804613,315.9376767,2021-11-17T13:20:31.396Z,N
10.801,-0.76479,0.101972,1.2855216,-54.7434432,23.63650803,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.446Z,N
10.851,-0.7545928,1.1114948,0.74507,-57.87295047,21.77035011,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.496Z,N
10.902,0.3976908,2.2229896,-1.2535812,-59.62007186,18.01156385,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.547Z,N
10.951,1.0809032,0.8259732,-0.5193828,-57.69459374,13.02101531,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.596Z,N
11.001,1.2134668,0.4486768,0.4187596,-58.56061391,14.55287049,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.646Z,N
11.051,0.8871564,-0.4180852,0.4493512,-57.55638487,15.09642206,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.696Z,N
11.101,0.6220292,-0.4282824,0.8572392,-54.00464213,15.36110384,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.746Z,N
11.152,0.25493,-0.0407888,1.2753244,-53.01991328,18.86015508,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.797Z,N
11.209,0.1427608,0.1325636,1.1937468,-52.50279625,21.69952275,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.854Z,N
11.251,0.5812404,0.9075508,0.388168,-56.0539106,26.27084367,221.6759644,50.14781809,-5.057975026,4.268457277,306.0039292,2021-11-17T13:20:31.896Z,N
11.304,2.1006232,4.027894,-2.9055276,-60.74753118,24.65257892,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:31.949Z,N
11.354,-0.0407888,1.8660876,-0.1624808,-66.69512325,28.20310929,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:31.999Z,N
11.401,-0.6526208,0.1223664,0.4697456,-68.1216424,30.54274788,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.046Z,N
11.453,-0.5812404,0.0917748,1.9585368,-71.67664655,29.2562442,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.098Z,N
11.504,-0.8259732,-0.2243384,1.713804,-71.61518167,27.48041723,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.149Z,N
11.553,-0.7749872,0.2447328,1.4996628,-72.01326559,23.88049434,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.198Z,N
11.601,-0.4996628,1.6009604,0.6634924,-73.60510263,20.69876003,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.246Z,N
11.652,1.5907632,4.3236128,-2.9361192,-75.0868097,11.62654085,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.297Z,N
11.72,0.6934096,0.5302544,0.2658016,-72.08531042,9.961814594,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.365Z,N
11.753,1.0605088,0.5506488,0.9592112,-68.22289995,7.906132577,225.8694458,50.14781327,-5.057988358,4.268457277,306.0039292,2021-11-17T13:20:32.398Z,N
11.805,0.6934096,-0.1937468,0.796056,-63.73060261,6.610807277,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.450Z,N
11.854,0.4996628,-0.152958,1.2855216,-61.19764064,7.435921869,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.499Z,N
11.901,0.2753244,-0.1835496,1.356902,-60.76567216,8.740359922,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.546Z,N
11.951,0.2447328,0.3365076,0.796056,-61.54118549,10.48406366,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.596Z,N
12.001,1.2644528,3.5384284,-0.9578624,-66.66233151,10.14231429,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.646Z,N
12.056,0.0815776,2.4167364,-1.8654132,-66.4797469,11.03243222,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.701Z,N
12.101,-0.3161132,0.917748,0.6634924,-65.89116218,13.90352953,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.746Z,N
12.156,-0.2447328,0.1223664,0.8266476,-63.54760819,14.46837251,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.801Z,N
12.209,-0.0917748,0.101972,1.8871564,-62.91061109,13.70702756,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.854Z,N
12.259,-0.5302544,-0.0203944,1.3365076,-62.77522991,13.04935121,232.1864014,50.14780782,-5.058003625,4.866074142,295.914215,2021-11-17T13:20:32.904Z,N
12.301,-0.9381424,0.713804,1.2855216,-64.4930293,13.01284641,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:32.946Z,N
12.351,-0.6526208,2.3147644,-0.0503116,-66.76164246,10.52788445,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:32.996Z,N
12.402,0.5404516,2.3657504,-2.1917236,-64.07384694,6.797465246,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.047Z,N
12.452,0.7545928,0.6424236,0.8878308,-58.13777056,7.893061303,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.097Z,N
12.501,0.815776,-0.0101972,0.9286196,-58.27328151,7.271960618,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.146Z,N
12.551,0.8361704,-0.2651272,0.8776336,-55.85059978,5.521450597,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.196Z,N
12.601,0.76479,0.3365076,1.2345356,-54.19001005,5.798498862,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.246Z,N
12.651,0.3365076,0.1121692,1.1121692,-54.15858435,10.27112398,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.296Z,N
12.708,0.1937468,0.7443956,0.7348728,-57.30224719,14.20235628,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.353Z,N
12.751,0.9891284,2.3861448,-1.498314,-66.66524117,17.01573594,187.6039124,50.1478049,-5.05801175,4.634356325,300.9867495,2021-11-17T13:20:33.396Z,N
12.801,0,2.3147644,-1.5085112,-67.7262769,16.04000586,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.446Z,N
12.851,-0.4384796,0.9789312,1,-64.58925301,19.33927407,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.496Z,N
12.902,-0.1835496,0.4894656,1.3670992,-63.16290461,19.01896381,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.547Z,N
12.951,-0.3467048,0.0611832,1.7341984,-61.13417452,18.58917928,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.596Z,N
13.001,-0.7749872,0.0611832,1.5404516,-60.75786526,18.48052634,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.646Z,N
13.051,-0.917748,0.8973536,0.9082252,-63.47216192,16.77084975,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.696Z,N
13.101,0.1835496,2.243384,-1.1006232,-65.72614481,14.24801951,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.746Z,N
13.154,0.9789312,1.0299172,-0.4378052,-62.20315376,10.53408455,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.799Z,N
13.217,1.1930724,0.5710432,0.8164504,-60.82947296,12.07954461,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.862Z,N
13.251,0.7545928,-0.203944,0.6532952,-57.59376649,12.34669294,194.2174988,50.14779904,-5.058028768,5.025337979,301.7268548,2021-11-17T13:20:33.896Z,N
13.301,0.5200572,-0.1121692,0.949014,-55.66218218,13.13650613,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:33.946Z,N
13.351,0.25493,-0.2345356,1.4384796,-56.20403474,18.39566466,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:33.996Z,N
13.401,0.2855216,0.2345356,1.1835496,-57.21321909,21.7659139,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.046Z,N
13.454,0.76479,0.5200572,0.3983652,-56.25831767,27.81687917,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.099Z,N
13.501,1.6621436,4.3745988,-2.721978,-58.63505614,26.39101743,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.146Z,N
13.551,-0.050986,1.2644528,-0.2848472,-55.0417722,29.11139638,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.196Z,N
13.601,0.0101972,0.5914376,1.203944,-54.84500811,30.45949812,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.246Z,N
13.655,-0.0815776,0.0101972,1.1427608,-53.81125557,27.09523384,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.300Z,N
13.72,-0.2243384,0.0917748,1.2141412,-53.1089926,25.33852969,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.365Z,N
13.751,-0.6934096,0.152958,1.4894656,-53.040981,25.04135158,225.3964539,50.14779372,-5.058044781,5.025337979,301.7268548,2021-11-17T13:20:34.396Z,N
13.803,-0.8259732,1.01972,1.152958,-57.84323915,24.70193216,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.448Z,N
13.852,1.0809032,3.7015836,-2.5486256,-63.28659251,20.51099301,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.497Z,N
13.901,1.1624808,0.9585368,-0.6723408,-59.07554187,17.99326748,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.546Z,N
13.952,1.2032696,0.0917748,1.2447328,-57.59365721,18.764208,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.597Z,N
14.001,0.6934096,-0.2855216,0.74507,-53.87375522,17.12108819,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.646Z,N
14.051,0.458874,-0.1937468,1.3365076,-51.31529615,17.19267199,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.696Z,N
14.101,0.1121692,-0.4792684,1.1937468,-51.53028318,20.67994456,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.746Z,N
14.155,0.0815776,0.1631552,0.592112,-54.12626389,25.15335643,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.800Z,N
14.22,0.8973536,0.611832,0.3473792,-58.55856485,28.5199703,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.865Z,N
14.252,0.8463676,3.1509348,-1.4575252,-64.83533789,24.78786447,212.401062,50.14778503,-5.058070643,5.692197846,296.4767461,2021-11-17T13:20:34.897Z,N
14.301,-0.203944,1.3562276,0.1230408,-63.77952043,26.24201686,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:34.946Z,N
14.356,-0.0713804,0.5914376,1.4486768,-65.51833631,26.51999702,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.001Z,N
14.401,-0.0917748,0.1631552,1.6016348,-62.75923361,24.87892114,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.046Z,N
14.453,-0.4792684,-0.0815776,1.2141412,-60.4524192,23.47802374,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.098Z,N
14.501,-0.6322264,0.2855216,1.2855216,-60.57039022,23.217785,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.146Z,N
14.552,0.0611832,1.9170736,0.4187596,-60.2702239,20.78219079,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.197Z,N
14.601,0.611832,3.110146,-2.6404004,-58.44350349,16.11337575,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.246Z,N
14.66,1.1420864,0.4690712,0.694084,-57.66700661,16.30670937,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.305Z,N
14.712,1.121692,0.101972,1.0305916,-61.45075379,18.11996066,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.357Z,N
14.752,0.5710432,-0.3670992,0.74507,-60.81895447,17.92314364,211.8977509,50.14778172,-5.058080168,5.421140806,301.4414153,2021-11-17T13:20:35.397Z,N
14.801,0.2651272,-0.2651272,1.0713804,-57.82654617,18.90230418,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.446Z,N
14.853,0.050986,-0.2345356,1.1121692,-57.48640958,22.75915658,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.498Z,N
14.902,0.1121692,0.2855216,0.694084,-58.25393159,25.44100302,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.547Z,N
14.952,2.1210176,4.9252476,-1.0598344,-65.08293224,25.27905069,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.597Z,N
15.003,0.7851844,2.9979768,-0.6417492,-68.53572261,25.39077722,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.648Z,N
15.051,-0.2855216,0.5302544,0.796056,-74.50323835,29.47534642,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.696Z,N
15.101,-0.152958,0.1733524,1.0305916,-76.51476319,28.7426413,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.746Z,N
15.152,-0.152958,-0.1631552,1.4282824,-77.94149407,26.78448585,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.797Z,N
15.207,-0.4894656,-0.1427608,1.152958,-77.97359596,26.06898938,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.852Z,N
15.256,-0.7749872,0.5914376,0.8878308,-78.61092091,24.77227457,236.478653,50.14777217,-5.058107917,6.046133865,295.9897787,2021-11-17T13:20:35.901Z,N
15.303,0.0611832,2.29437,0.031266,-77.55817703,21.68581627,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:35.948Z,N
15.351,1.2134668,3.7627668,-1.2229896,-77.25256022,13.77678342,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:35.996Z,N
15.406,0.8973536,0.458874,1.0407888,-81.31743115,12.348923,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.051Z,N
15.452,1.0605088,0.6424236,0.694084,-87.05780895,7.969886416,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.097Z,N
15.506,0.7851844,-0.203944,1.0101972,-87.61253642,8.620792339,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.151Z,N
15.553,0.6526208,-0.1325636,1.458874,-87.52352539,11.3658368,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.198Z,N
15.603,0.407888,-0.1223664,0.8776336,-85.62614667,14.40773239,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.248Z,N
15.653,0.356902,1.1828752,1.0101972,-86.94974853,19.26619616,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.298Z,N
15.72,1.5703688,4.4969652,0.4289568,-88.0749129,20.04420252,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.365Z,N
15.758,-0.3670992,1.580566,-0.1522836,-89.04441726,26.06601142,210.5792084,50.14776547,-5.058127066,5.617682034,305.596203,2021-11-17T13:20:36.403Z,N
15.801,-0.4486768,0.4996628,0.9388168,-91.01201033,28.36397732,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.446Z,N
15.855,-0.305916,-0.1733524,1.1631552,-91.71946083,27.85652842,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.500Z,N
15.901,-0.2957188,-0.0611832,1.2345356,-91.55440931,26.09618549,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.546Z,N
15.956,-0.8361704,-0.2957188,1,-90.70520506,25.50456476,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.601Z,N
16.001,-0.815776,1.0809032,1.050986,-91.89600755,23.65027428,216.5478821,50.14775827,-5.058147071,6.351796716,295.3204671,2021-11-17T13:20:36.646Z,N
