,Latitude,Longitude
0,51.53059833333334,-0.06624000000000001
1,51.53059833333334,-0.06624166666666667
2,51.530575,-0.06623333333333334
3,51.53051000000001,-0.06625
4,51.53045999999999,-0.06620166666666667
5,51.530411666666666,-0.06613333333333334
6,51.53037166666666,-0.06605166666666666
7,51.530330000000006,-0.06596333333333333
8,51.53027333333333,-0.06587666666666667
9,51.530233333333335,-0.06579666666666667
10,51.530183333333326,-0.065715
11,51.530118333333334,-0.065665
12,51.530135,-0.06559666666666666
13,51.53012666666667,-0.06548999999999999
14,51.53012666666667,-0.06538166666666666
15,51.53012666666667,-0.06527666666666666
16,51.530135,-0.06516166666666666
17,51.530143333333335,-0.06505999999999999
18,51.53012666666667,-0.06497833333333333
19,51.53008666666666,-0.06492833333333334
20,51.530069999999995,-0.06488333333333333
21,51.530061666666676,-0.06479333333333333
22,51.530053333333335,-0.06469
23,51.530045,-0.06457666666666667
24,51.53003666666667,-0.06449666666666667
25,51.53003666666667,-0.06440666666666667
26,51.53003666666667,-0.06432833333333333
27,51.530013333333336,-0.06427333333333334
28,51.530013333333336,-0.06417666666666667
29,51.530030000000004,-0.06404833333333333
30,51.530045,-0.06392333333333333
31,51.530094999999996,-0.06377000000000001
32,51.530151666666676,-0.063665
33,51.530183333333326,-0.06355333333333334
34,51.530233333333335,-0.06343833333333333
35,51.53026499999999,-0.06334
36,51.53030666666667,-0.06325166666666666
37,51.530321666666666,-0.06313166666666667
38,51.530321666666666,-0.06302166666666667
39,51.53033833333334,-0.06292
40,51.53037166666666,-0.06280833333333333
41,51.530395,-0.06273666666666668
42,51.53042000000001,-0.062655
43,51.53042000000001,-0.06258333333333334
44,51.530436666666674,-0.06249833333333333
45,51.53046833333333,-0.06238666666666667
46,51.53051833333334,-0.06225666666666666
47,51.53054166666667,-0.06211666666666667
48,51.53054166666667,-0.06198333333333333
49,51.530575,-0.06189
50,51.53059833333334,-0.061779999999999995
51,51.530615000000004,-0.061685
52,51.530656666666665,-0.061568333333333336
53,51.53068,-0.06148833333333333
54,51.53068833333334,-0.06136333333333333
55,51.53066333333333,-0.06130166666666667
56,51.53060666666667,-0.061268333333333334
57,51.53054166666667,-0.061225
58,51.53046833333333,-0.061158333333333335
59,51.53038,-0.0611
60,51.53030666666667,-0.061065
61,51.530225,-0.06103666666666666
62,51.53017499999999,-0.06088333333333333
63,51.530159999999995,-0.06078333333333333
64,51.530159999999995,-0.06069666666666666
65,51.530183333333326,-0.06060666666666667
66,51.530183333333326,-0.06051666666666666
67,51.5302,-0.06044
68,51.53021666666667,-0.06039166666666666
69,51.53026499999999,-0.060385
70,51.530321666666666,-0.060401666666666666
71,51.53038,-0.06041833333333334
72,51.53045166666667,-0.0604
73,51.530501666666666,-0.06039833333333333
74,51.53051833333334,-0.060365
75,51.530566666666665,-0.06026666666666667
76,51.53060666666667,-0.06014166666666666
77,51.53058333333333,-0.060095
78,51.530525000000004,-0.06002166666666667
79,51.530501666666666,-0.05996
80,51.530476666666665,-0.059934999999999995
81,51.53045999999999,-0.05991333333333334
82,51.53042833333334,-0.05989
83,51.530411666666666,-0.05987833333333333
84,51.530436666666674,-0.059853333333333335
85,51.53044499999999,-0.059815
86,51.530485,-0.05982833333333334
87,51.53055833333333,-0.059721666666666666
88,51.530566666666665,-0.059653333333333336
89,51.530566666666665,-0.059666666666666666
90,51.530566666666665,-0.05968
91,51.530566666666665,-0.059693333333333334
92,51.530566666666665,-0.059705
