,Latitude,Longitude,Heading
0,51.529149999999994,-0.059423333333333335,145.53
1,51.52914166666666,-0.05944,227.74
2,51.52916666666667,-0.05950333333333333,308.99
3,51.52922333333333,-0.059546666666666664,340.05
4,51.529271666666666,-0.05964,293.52
5,51.529288333333334,-0.05976833333333333,274.55
6,51.529296666666674,-0.059864999999999995,295.04
7,51.52931333333333,-0.059969999999999996,285.26
8,51.529329999999995,-0.06009,286.68
9,51.52935333333333,-0.06021833333333334,286.47
10,51.529378333333334,-0.060303333333333334,285.52
11,51.52940333333333,-0.06041166666666666,287.8
12,51.52939500000001,-0.060520000000000004,236.63
13,51.52936166666667,-0.06061833333333334,247.15
14,51.529345,-0.06074333333333334,248.81
15,51.52931333333333,-0.06085333333333333,230.15
16,51.52931333333333,-0.06098666666666666,241.52
17,51.529288333333334,-0.06111,240.68
18,51.529248333333335,-0.06121,239.26
19,51.52921500000001,-0.06129333333333333,245.78
20,51.52928,-0.061345,346.54
21,51.52935333333333,-0.06136666666666667,355.58
22,51.529418333333325,-0.061386666666666666,339.6
23,51.529476666666675,-0.06141833333333333,335.33
24,51.52953333333333,-0.06145,348.8
25,51.52958166666667,-0.06145166666666667,349.86
26,51.529621666666664,-0.06146666666666667,341.42
27,51.529680000000006,-0.061483333333333334,348.21
28,51.52972833333333,-0.06150166666666667,339.36
29,51.52976833333334,-0.061568333333333336,344.61
30,51.52986666666667,-0.061621666666666665,341.98
31,51.52995666666667,-0.061671666666666666,349.44
32,51.530013333333336,-0.06172333333333333,338.39
33,51.530061666666676,-0.06177666666666667,258.95
34,51.53007833333333,-0.061849999999999995,253.32
35,51.53008666666666,-0.06196666666666666,246.45
36,51.530069999999995,-0.06208833333333333,248.56
37,51.530053333333335,-0.062213333333333336,247.31
38,51.530030000000004,-0.06232833333333333,230.01
39,51.530030000000004,-0.06243833333333334,256.77
40,51.53002166666667,-0.06255000000000001,251.91
41,51.530013333333336,-0.06266166666666667,253.69
42,51.52998833333333,-0.06276,221.35
43,51.52999666666666,-0.06284,311.36
44,51.53003666666667,-0.06291833333333334,337.77
45,51.53011,-0.06296666666666667,345.17
46,51.530183333333326,-0.062995,342.33
47,51.530233333333335,-0.063035,327.43
48,51.530233333333335,-0.06312999999999999,259.45
49,51.530241666666676,-0.06324666666666666,260.01
50,51.530233333333335,-0.06335833333333334,236.13
51,51.530159999999995,-0.06344666666666667,239.25
52,51.53011,-0.06354166666666666,247.54
53,51.530094999999996,-0.06364833333333333,271.48
54,51.530069999999995,-0.06375333333333334,236.27
55,51.53007833333333,-0.06388,264.37
56,51.530053333333335,-0.06399833333333334,250.84
57,51.530013333333336,-0.06411,255.2
58,51.529979999999995,-0.06421333333333333,240.37
59,51.52996499999999,-0.06434166666666667,250.7
60,51.52998833333333,-0.064515,250.21
61,51.52994833333334,-0.06462333333333334,253.4
62,51.52990666666666,-0.06470333333333333,249.39
63,51.52988333333333,-0.06479333333333333,250.99
64,51.52994,-0.06486166666666666,339.27
65,51.530013333333336,-0.06488333333333333,353.43
66,51.530061666666676,-0.06494333333333333,273.62
67,51.530045,-0.065055,253.03
68,51.530045,-0.06516166666666666,250.28
69,51.530053333333335,-0.06527666666666666,250.21
70,51.530045,-0.06539,256.49
71,51.53003666666667,-0.06548999999999999,295.6
72,51.530069999999995,-0.06552666666666666,320.95
73,51.53011,-0.06562166666666666,315.94
74,51.53016833333333,-0.06573999999999999,318.22
75,51.530233333333335,-0.06584666666666666,331.59
76,51.53028166666666,-0.06595833333333333,312.77
77,51.53033833333334,-0.06605666666666667,322.96
78,51.53040333333333,-0.06614333333333333,321.71
79,51.53045999999999,-0.06621833333333334,312.44
80,51.53053333333334,-0.066265,350.74
81,51.53060666666667,-0.06631166666666667,339.47
82,51.53060666666667,-0.06634,92.38
83,51.53060666666667,-0.06634,297.6
84,51.53060666666667,-0.06633333333333333,119.33
