Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
14/11/21,15:35:38,5131.8218,N,3.6137,W,-0.1002,0.0482,179.9958,0.1627,0.0667,0.9347,0.6714,0.1831,-0.4272,7.7355
14/11/21,15:35:44,5131.8242,N,3.6085,W,-0.2015,0.0978,179.9904,0.1628,0.0671,0.9355,0.7935,0.0610,-0.5493,7.6290
14/11/21,15:35:49,5131.8247,N,3.6061,W,-0.2982,0.1471,179.9868,0.1624,0.0665,0.9344,0.7935,0.5493,-0.3662,7.7355
14/11/21,15:35:54,5131.8252,N,3.6055,W,-0.4001,0.1955,179.9847,0.1626,0.0674,0.9346,0.6714,0.0000,-0.1831,7.6645
14/11/21,15:35:59,5131.8247,N,3.6066,W,-0.4978,0.2469,179.9821,0.1616,0.0671,0.9353,0.9766,0.4272,-0.2441,7.7710
14/11/21,15:36:4,5131.8247,N,3.6061,W,-0.5973,0.2968,179.9787,0.1610,0.0674,0.9329,0.7935,0.2441,-0.3052,7.6645
14/11/21,15:36:9,5131.8247,N,3.6055,W,-0.6976,0.3435,179.9736,0.1624,0.0668,0.9343,0.5493,0.1831,-0.4883,7.7000
14/11/21,15:36:14,5131.8252,N,3.6055,W,-0.7972,0.3934,179.9695,0.1616,0.0669,0.9337,0.8545,0.2441,-0.3662,7.6645
14/11/21,15:36:19,5131.8252,N,3.6056,W,-0.8969,0.4432,179.9660,0.1627,0.0674,0.9348,0.8545,0.2441,-0.3052,7.6290
14/11/21,15:36:24,5131.8257,N,3.6054,W,-0.9959,0.4914,179.9624,0.1620,0.0674,0.9337,0.6714,0.3052,-0.3052,7.7710
14/11/21,15:36:29,5131.8267,N,3.6046,W,-1.0950,0.5387,179.9599,0.1633,0.0676,0.9351,0.6104,0.3052,-0.1831,7.8419
14/11/21,15:36:34,5131.8267,N,3.6040,W,-1.1949,0.5869,179.9550,0.1622,0.0668,0.9348,0.7324,0.2441,-0.4272,7.8065
14/11/21,15:36:39,5131.8271,N,3.6035,W,-1.2946,0.6340,179.9511,0.1622,0.0671,0.9342,0.6104,0.2441,-0.3052,7.6290
14/11/21,15:36:44,5131.8271,N,3.6031,W,-1.3933,0.6821,179.9479,0.1632,0.0673,0.9349,0.7324,0.3662,-0.2441,7.8065
14/11/21,15:36:49,5131.8276,N,3.6027,W,-1.4933,0.7317,179.9445,0.1628,0.0669,0.9341,0.9155,0.2441,-0.2441,7.6290
14/11/21,15:36:54,5131.8276,N,3.6017,W,-1.5924,0.7819,179.9411,0.1620,0.0675,0.9337,0.9155,0.3052,-0.2441,7.6645
14/11/21,15:36:59,5131.8281,N,3.6007,W,-1.6928,0.8301,179.9376,0.1614,0.0673,0.9340,0.7324,0.1831,-0.2441,7.7000
14/11/21,15:37:4,5131.8286,N,3.5996,W,-1.7938,0.8751,179.9311,0.1624,0.0671,0.9346,0.4272,0.1221,-0.5493,7.7710
14/11/21,15:37:9,5131.8286,N,3.5993,W,-1.8938,0.9248,179.9268,0.1625,0.0673,0.9344,0.9155,0.2441,-0.3052,7.7710
14/11/21,15:37:14,5131.8291,N,3.5987,W,-1.9926,0.9743,179.9232,0.1622,0.0671,0.9338,0.9155,0.3662,-0.2441,7.6645
14/11/21,15:37:19,5131.8291,N,3.5980,W,-2.0926,1.0229,179.9194,0.1627,0.0670,0.9343,0.8545,0.2441,-0.2441,7.6645
14/11/21,15:37:24,5131.8291,N,3.5977,W,-2.1926,1.0712,179.9156,0.1621,0.0674,0.9342,0.7935,0.2441,-0.2441,7.7710
14/11/21,15:37:30,5131.8296,N,3.5976,W,-2.2918,1.1197,179.9099,0.1622,0.0677,0.9344,0.7935,0.3052,-0.4272,7.7710
14/11/21,15:37:35,5131.8296,N,3.5973,W,-2.3929,1.1658,179.9048,0.1625,0.0679,0.9337,0.5493,0.1221,-0.3662,7.6645
14/11/21,15:37:40,5131.8301,N,3.5972,W,-2.4917,1.2122,179.9002,0.1625,0.0676,0.9342,0.6104,0.3662,-0.3052,7.6645
14/11/21,15:37:46,5131.8301,N,3.5973,W,-2.5936,1.2588,179.8943,0.1630,0.0673,0.9338,0.6714,0.0610,-0.4272,7.6645
14/11/21,15:37:52,5131.8301,N,3.5975,W,-2.6936,1.3062,179.8890,0.1621,0.0675,0.9347,0.7324,0.2441,-0.3662,7.7355
14/11/21,15:37:58,5131.8306,N,3.5974,W,-2.7906,1.3545,179.8830,0.1617,0.0677,0.9343,0.7935,0.5493,-0.4272,7.7710
14/11/21,15:38:3,5131.8306,N,3.5976,W,-2.8902,1.4020,179.8782,0.1619,0.0670,0.9352,0.7935,0.3052,-0.3052,7.6645
14/11/21,15:38:9,5131.8306,N,3.5981,W,-2.9923,1.4473,179.8727,0.1624,0.0668,0.9347,0.6104,0.0610,-0.3662,7.8065
14/11/21,15:38:15,5131.8306,N,3.5987,W,-3.0926,1.4938,179.8659,0.1624,0.0668,0.9336,0.7324,0.2441,-0.4883,7.7355
14/11/21,15:38:20,5131.8301,N,3.5988,W,-3.1917,1.5417,179.8615,0.1632,0.0676,0.9346,0.8545,0.3662,-0.2441,7.7000
14/11/21,15:38:26,5131.8301,N,3.5991,W,-3.2950,1.5862,179.8563,0.1636,0.0673,0.9335,0.5493,-0.0610,-0.3052,7.6645
14/11/21,15:38:32,5131.8296,N,3.5998,W,-3.3962,1.6340,179.8511,0.1617,0.0679,0.9338,0.7935,0.1221,-0.3052,7.7000
14/11/21,15:38:38,5131.8296,N,3.6004,W,-3.4967,1.6771,179.8465,0.1627,0.0670,0.9348,0.4272,0.2441,-0.2441,7.7000
14/11/21,15:38:44,5131.8291,N,3.6008,W,-3.5929,1.7251,179.8395,0.1622,0.0670,0.9332,0.9155,0.6714,-0.4883,7.6645
14/11/21,15:38:50,5131.8291,N,3.6008,W,-3.6958,1.7727,179.8347,0.1635,0.0673,0.9343,0.9155,0.0000,-0.2441,7.7355
14/11/21,15:38:56,5131.8291,N,3.6010,W,-3.7977,1.8178,179.8293,0.1626,0.0663,0.9340,0.7324,0.1221,-0.3052,7.7000
14/11/21,15:39:2,5131.8291,N,3.6012,W,-3.9005,1.8618,179.8238,0.1620,0.0669,0.9340,0.5493,0.0000,-0.3052,7.8065
14/11/21,15:39:8,5131.8291,N,3.6011,W,-4.0018,1.9072,179.8189,0.1632,0.0670,0.9341,0.7324,0.1831,-0.2441,7.6645
14/11/21,15:39:13,5131.8291,N,3.6009,W,-4.1020,1.9547,179.8132,0.1621,0.0677,0.9343,0.8545,0.2441,-0.3052,7.6645
14/11/21,15:39:19,5131.8291,N,3.6013,W,-4.2004,2.0030,179.8076,0.1616,0.0679,0.9344,0.9155,0.4272,-0.3052,7.6290
14/11/21,15:39:25,5131.8286,N,3.6019,W,-4.3015,2.0492,179.8007,0.1628,0.0675,0.9335,0.7935,0.1831,-0.4272,7.7355
