Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
16/11/21,13:26:41,5131.7661,N,3.5626,W,0.1205,0.0269,172.25,-0.7277,-0.0684,0.0947,28.7476,8.7891,-5.9814,7.9484
16/11/21,13:26:47,5131.7617,N,3.5600,W,0.2315,0.0131,172.59,-0.6122,0.1106,0.1063,-37.8418,4.5776,28.8696,7.8065
16/11/21,13:26:53,5131.7578,N,3.5589,W,0.3547,0.0451,174.48,-0.7065,-0.0394,0.0690,28.2593,10.8032,-8.7891,7.7355
16/11/21,13:26:59,5131.7549,N,3.5592,W,0.4561,0.0502,170.78,-1.1091,-0.1082,0.3938,13.3667,-6.8359,-15.6250,7.8774
16/11/21,13:27:5,5131.7510,N,3.5601,W,0.5754,-0.0172,215.06,-1.1008,-0.2949,0.1816,-26.9165,12.3901,15.8691,7.7710
16/11/21,13:27:11,5131.7490,N,3.5655,W,0.6924,0.0024,250.02,-0.9528,0.1084,0.3057,-1.8921,7.4463,5.0049,7.8774
16/11/21,13:27:17,5131.7485,N,3.5710,W,0.7913,0.0035,272.77,-1.2831,-0.0520,0.2793,3.1128,-9.3384,2.3804,7.8065
16/11/21,13:27:22,5131.7466,N,3.5752,W,0.8595,-0.0392,234.93,-1.0122,-0.1022,0.6252,-26.3062,-34.4849,-10.0098,7.9484
16/11/21,13:27:28,5131.7461,N,3.5816,W,0.9899,-0.0457,210.48,-1.0024,-0.1073,0.0994,4.2114,17.3340,5.9814,7.8065
16/11/21,13:27:34,5131.7471,N,3.5770,W,1.1115,-0.0583,142.96,-0.9943,-0.0375,0.1069,-9.5215,9.5215,-3.1738,7.9129
16/11/21,13:27:40,5131.7466,N,3.5708,W,1.2150,-0.0548,173.79,-0.7139,0.2111,0.1893,-35.4614,2.6855,22.8882,7.9129
16/11/21,13:27:46,5131.7451,N,3.5736,W,1.3195,-0.0580,205.81,-0.8160,0.1716,0.4170,-32.6538,0.1831,16.4795,7.8774
16/11/21,13:27:52,5131.7451,N,3.5744,W,1.4301,-0.0330,157.03,-0.9930,0.1267,0.1434,1.0376,2.5024,-0.3052,7.9129
16/11/21,13:27:58,5131.7446,N,3.5744,W,1.5384,-0.0105,211.58,-1.0110,0.0994,0.1364,2.6245,-0.1221,-0.6714,7.8774
16/11/21,13:28:3,5131.7446,N,3.5744,W,1.6460,0.0142,153.18,-1.0001,0.1155,0.1556,2.1973,-0.2441,-0.4272,7.8065
16/11/21,13:28:9,5131.7446,N,3.5743,W,1.7525,0.0440,174.33,-0.9979,0.1370,0.1681,4.0283,-0.6104,-2.6245,7.8774
16/11/21,13:28:15,5131.7451,N,3.5734,W,1.8664,0.0698,39.63,-0.8864,0.1569,0.0754,-4.0283,6.7139,-1.8921,7.7710
16/11/21,13:28:20,5131.7471,N,3.5703,W,1.9968,0.0490,43.35,-0.9847,-0.1531,0.1710,-1.8311,18.2495,7.2632,7.9484
16/11/21,13:28:25,5131.7480,N,3.5689,W,2.1196,0.1225,19.47,-0.9708,-0.0790,0.0692,68.1763,10.8032,-18.9209,7.7710
16/11/21,13:28:31,5131.7480,N,3.5680,W,2.2285,0.1395,343.41,-1.0077,0.0698,0.1738,1.5869,-0.1831,-1.2207,7.9839
16/11/21,13:28:36,5131.7480,N,3.5678,W,2.3375,0.1675,121.94,-1.0408,0.1293,0.1368,4.3945,1.0986,-10.1318,7.8774
16/11/21,13:28:42,5131.7480,N,3.5677,W,2.4447,0.2076,298.04,-0.9711,0.1470,0.1621,10.9253,0.4272,-3.3569,7.7710
16/11/21,13:28:47,5131.7480,N,3.5674,W,2.5503,0.2360,267.19,-0.9561,-0.0653,0.3763,28.8086,-3.6011,-5.6763,7.8774
16/11/21,13:28:53,5131.7485,N,3.5673,W,2.5977,0.3236,40.96,-0.9723,-0.0704,0.1290,78.4912,-52.0630,-5.0049,7.8774
16/11/21,13:28:59,5131.7480,N,3.5676,W,2.6974,0.3640,225.19,-0.5898,-0.1864,0.5245,65.0024,-2.8687,9.7046,7.8774
16/11/21,13:29:5,5131.7480,N,3.5676,W,2.6542,0.4684,208.32,0.2279,0.2885,0.8829,0.3662,-4.2725,5.9814,7.8774
