Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
16/11/21,13:47:33,5131.8359,N,3.9744,W,-0.0429,0.0649,217.20,0.7935,0.2924,-0.1565,-0.9155,37.7197,0.9155,7.7710
16/11/21,13:47:39,5131.8359,N,3.9745,W,0.1193,0.0388,293.95,-0.6465,-0.3118,0.6362,23.8647,55.1758,-186.2183,7.8065
16/11/21,13:47:45,5131.8345,N,3.9740,W,0.2280,0.0867,130.66,-0.4067,0.1135,0.8894,4.0283,6.0425,7.4463,7.6290
16/11/21,13:47:51,5131.8306,N,3.9750,W,0.3406,0.1527,185.11,-0.5222,0.2856,0.6454,-0.9155,20.9351,21.9727,7.6645
16/11/21,13:47:57,5131.8276,N,3.9721,W,0.4670,0.1357,122.96,-0.5258,-0.1388,0.5502,9.5215,16.5405,-9.9487,7.7000
16/11/21,13:48:3,5131.8247,N,3.9680,W,0.5870,0.1369,133.36,-0.4849,-0.0175,0.4716,-1.8921,8.3008,15.4419,7.9484
16/11/21,13:48:9,5131.8223,N,3.9631,W,0.7019,0.1738,141.78,-0.5131,0.0698,0.6029,9.0332,6.4697,-20.6909,7.7710
16/11/21,13:48:15,5131.8198,N,3.9578,W,0.8114,0.1849,126.61,-0.4952,0.0134,0.5706,-0.7324,0.0610,10.8643,7.7000
16/11/21,13:48:21,5131.8164,N,3.9526,W,0.9343,0.1828,137.79,-0.5491,-0.0977,0.4496,13.3057,11.7188,-20.6299,7.7710
16/11/21,13:48:27,5131.8140,N,3.9478,W,1.0443,0.1490,131.73,-0.6752,-0.1639,0.9290,-3.8452,3.1738,6.7139,7.8065
16/11/21,13:48:33,5131.8110,N,3.9429,W,1.1154,0.1568,141.12,-0.4457,-0.0005,1.3699,-0.9155,-32.2266,17.5781,7.9129
16/11/21,13:48:39,5131.8071,N,3.9399,W,1.2353,0.1525,153.74,-0.6074,-0.0187,0.6254,-5.6763,8.1787,5.1880,7.9484
16/11/21,13:48:45,5131.8081,N,3.9358,W,1.3370,0.1537,72.00,-0.6665,-0.0034,1.0315,-3.6011,-6.8970,3.4180,7.8065
16/11/21,13:48:51,5131.8076,N,3.9294,W,1.4118,0.2158,96.29,-0.4491,0.2321,0.9022,-3.7231,-10.9253,2.7466,7.6645
16/11/21,13:48:57,5131.8076,N,3.9229,W,1.5100,0.2591,76.86,-0.8181,0.2212,0.8107,0.2441,-2.6245,-5.9814,7.7355
16/11/21,13:49:3,5131.8076,N,3.9166,W,1.6290,0.3212,78.24,-0.5684,0.2645,0.5070,-0.3052,23.3765,12.5732,8.0194
16/11/21,13:49:9,5131.8081,N,3.9097,W,1.7289,0.3445,76.33,-0.6122,0.0570,0.7843,3.1128,-7.0190,-14.0991,7.9129
16/11/21,13:49:15,5131.8086,N,3.9036,W,1.8599,0.3230,80.77,-0.5813,-0.1411,0.4977,5.5542,20.3247,-5.0049,7.9129
16/11/21,13:49:21,5131.8076,N,3.8987,W,1.9594,0.3552,110.59,-0.6801,0.2390,0.7413,-17.6392,2.3193,20.7520,7.7355
16/11/21,13:49:27,5131.8052,N,3.8957,W,2.0849,0.4182,149.08,-0.6117,0.2565,0.6134,3.1128,26.9775,9.7046,7.7355
16/11/21,13:49:33,5131.8042,N,3.8930,W,2.1392,0.4345,157.04,-0.8096,0.0437,1.0614,2.1973,-45.6543,18.9819,7.7355
16/11/21,13:49:39,5131.8037,N,3.8876,W,2.2583,0.4480,106.02,-0.5120,-0.0204,0.5181,10.4370,7.3853,-13.4888,7.7000
16/11/21,13:49:45,5131.8032,N,3.8814,W,2.3182,0.4404,90.63,-1.0332,-0.0015,0.7448,-8.9722,-41.7480,-6.5918,7.7000
16/11/21,13:49:51,5131.8027,N,3.8746,W,2.4389,0.4667,81.08,-0.5104,0.0979,0.4531,-7.2632,13.4277,23.3154,7.8419
16/11/21,13:49:57,5131.8022,N,3.8698,W,2.5066,0.4951,81.33,-0.9010,0.2069,0.9706,-8.7891,-29.4189,8.6670,7.7000
16/11/21,13:50:3,5131.8022,N,3.8644,W,2.6413,0.4849,95.59,-0.6392,-0.0811,0.4854,2.1362,21.1792,3.9062,7.8065
16/11/21,13:50:9,5131.8022,N,3.8597,W,2.7405,0.5146,84.01,-0.6200,0.1211,1.1104,-4.5166,-4.2725,-0.4883,7.8065
16/11/21,13:50:15,5131.8008,N,3.8564,W,2.8667,0.5809,121.89,-0.6501,0.1863,0.4781,18.0054,21.4844,-9.8877,7.6645
16/11/21,13:50:21,5131.8008,N,3.8506,W,2.9546,0.5938,98.13,-0.7974,-0.0499,0.7423,16.4795,-18.5547,-20.9351,7.7000
16/11/21,13:50:27,5131.8018,N,3.8429,W,3.0814,0.5916,83.56,-0.7094,0.0194,0.5110,-10.1929,14.4043,7.0801,7.8065
16/11/21,13:50:33,5131.8027,N,3.8354,W,3.1878,0.5976,93.65,-0.7572,0.0966,0.5956,-15.7471,-0.6714,8.2397,7.7355
16/11/21,13:50:39,5131.8057,N,3.8262,W,3.2899,0.6154,71.19,-0.7466,0.0332,0.5032,5.6763,-6.1646,-15.1978,7.7710
16/11/21,13:50:45,5131.8091,N,3.8199,W,3.3604,0.6238,68.08,-1.0773,0.0734,0.8857,-4.5166,-32.1655,-5.8594,7.8419
