$GPRMC,114905.000,A,5131.8034,N,00003.6095,W,0.29,302.92,161121,,,A*71

$GPGGA,114906.000,5131.8035,N,00003.6096,W,1,04,3.69,102.8,M,47.0,M,,*77

$GPRMC,114911.000,A,5131.8038,N,00003.6097,W,0.20,50.50,161121,,,A*49

$GPGGA,114912.000,5131.8038,N,00003.6096,W,1,04,3.68,102.7,M,47.0,M,,*71

$GPRMC,114917.000,A,5131.8040,N,00003.6093,W,0.20,75.14,161121,,,A*43

$GPGGA,114918.000,5131.8040,N,00003.6092,W,1,04,3.68,102.6,M,47.0,M,,*71

$GPRMC,114923.000,A,5131.8043,N,00003.6091,W,0.16,342.73,161121,,,A*76

$GPGGA,114924.000,5131.8044,N,00003.6092,W,1,04,3.67,102.4,M,47.0,M,,*77

$GPRMC,114929.000,A,5131.8044,N,00003.6098,W,0.25,300.88,161121,,,A*70

$GPGGA,114930.000,5131.8045,N,00003.6099,W,1,04,3.67,102.3,M,47.0,M,,*7F

$GPRMC,114935.000,A,5131.8047,N,00003.6106,W,0.23,301.66,161121,,,A*7F

$GPGGA,114936.000,5131.8047,N,00003.6107,W,1,04,3.67,102.2,M,47.0,M,,*7C

$GPRMC,114941.000,A,5131.8058,N,00003.6112,W,0.38,289.62,161121,,,A*78

$GPGGA,114942.000,5131.8063,N,00003.6115,W,1,04,3.67,100.3,M,47.0,M,,*79

$GPRMC,114947.000,A,5131.8069,N,00003.6126,W,0.48,298.87,161121,,,A*77

$GPGGA,114948.000,5131.8069,N,00003.6128,W,1,04,3.66,99.6,M,47.0,M,,*42

$GPRMC,114953.000,A,5131.8074,N,00003.6136,W,0.40,291.20,161121,,,A*73

$GPGGA,114954.000,5131.8074,N,00003.6138,W,1,05,2.42,99.5,M,47.0,M,,*47

$GPRMC,114959.000,A,5131.8074,N,00003.6148,W,0.26,312.60,161121,,,A*7E

$GPGGA,115000.000,5131.8075,N,00003.6149,W,1,05,2.42,99.3,M,47.0,M,,*4F

$GPRMC,115005.000,A,5131.8078,N,00003.6153,W,0.12,263.54,161121,,,A*7E

$GPGGA,115006.000,5131.8078,N,00003.6154,W,1,05,2.42,99.2,M,47.0,M,,*49

$GPRMC,115011.000,A,5131.8078,N,00003.6161,W,0.34,264.25,161121,,,A*7F

$GPGGA,115012.000,5131.8078,N,00003.6163,W,1,05,2.42,99.0,M,47.0,M,,*4A

$GPRMC,115017.000,A,5131.8079,N,00003.6191,W,0.57,265.77,161121,,,A*74

$GPGGA,115018.000,5131.8079,N,00003.6194,W,1,05,2.42,96.9,M,47.0,M,,*4F

$GPRMC,115023.000,A,5131.8080,N,00003.6221,W,0.43,253.96,161121,,,A*72

$GPGGA,115024.000,5131.8080,N,00003.6230,W,1,05,2.42,94.9,M,47.0,M,,*49

$GPRMC,115029.000,A,5131.8079,N,00003.6253,W,0.61,249.33,161121,,,A*7F

$GPGGA,115030.000,5131.8079,N,00003.6258,W,1,05,2.41,93.0,M,47.0,M,,*49

$GPRMC,115035.000,A,5131.8078,N,00003.6276,W,0.35,255.53,161121,,,A*7E

$GPGGA,115036.000,5131.8077,N,00003.6277,W,1,05,2.41,91.5,M,47.0,M,,*4B

$GPRMC,115041.000,A,5131.8077,N,00003.6283,W,0.44,265.05,161121,,,A*7E

$GPGGA,115042.000,5131.8077,N,00003.6285,W,1,05,2.41,91.4,M,47.0,M,,*44

$GPRMC,115047.000,A,5131.8076,N,00003.6291,W,0.17,229.35,161121,,,A*77

$GPGGA,115048.000,5131.8076,N,00003.6291,W,1,05,2.41,91.3,M,47.0,M,,*4D

$GPRMC,115053.000,A,5131.8074,N,00003.6294,W,0.30,237.09,161121,,,A*70

$GPGGA,115054.000,5131.8074,N,00003.6295,W,1,05,2.41,91.3,M,47.0,M,,*46

