Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
16/11/21,13:42:54,5131.8359,N,3.9797,W,0.0897,0.0664,155.25,-0.0548,0.0527,0.9536,1.0986,0.6104,-0.5493,7.8065
16/11/21,13:43:0,5131.8359,N,3.9796,W,0.1785,0.1335,169.44,-0.0555,0.0546,0.9541,1.0986,0.3662,-0.4883,7.8065
16/11/21,13:43:6,5131.8359,N,3.9792,W,0.2679,0.1993,50.92,-0.0574,0.0527,0.9537,1.0986,0.0610,-0.4883,7.7710
16/11/21,13:43:12,5131.8359,N,3.9790,W,0.3578,0.2664,23.64,-0.0560,0.0525,0.9528,2.0752,0.5493,-0.6104,7.7710
16/11/21,13:43:18,5131.8359,N,3.9791,W,0.4471,0.3324,7.82,-0.0573,0.0544,0.9541,0.6104,0.4272,-0.5493,7.8419
16/11/21,13:43:24,5131.8364,N,3.9793,W,0.5365,0.3985,323.71,-0.0571,0.0538,0.9541,0.9155,0.4272,-0.6714,7.8065
16/11/21,13:43:30,5131.8374,N,3.9786,W,0.6257,0.4648,93.03,-0.0560,0.0540,0.9547,0.7324,0.3662,-0.7935,7.7355
16/11/21,13:43:36,5131.8384,N,3.9782,W,0.7149,0.5309,5.87,-0.0574,0.0541,0.9539,0.9155,0.2441,-0.4883,7.7000
16/11/21,13:43:42,5131.8389,N,3.9778,W,0.8041,0.5971,5.37,-0.0573,0.0541,0.9551,0.8545,0.3052,-0.4272,7.6645
16/11/21,13:43:48,5131.8389,N,3.9777,W,0.8937,0.6627,218.30,-0.0583,0.0538,0.9530,0.7935,0.3052,-0.4272,7.7710
16/11/21,13:43:54,5131.8389,N,3.9777,W,0.9828,0.7290,344.79,-0.0574,0.0544,0.9536,0.8545,0.3052,-0.3662,7.7710
16/11/21,13:44:0,5131.8389,N,3.9777,W,1.0723,0.7946,296.56,-0.0577,0.0537,0.9535,0.7935,0.3052,-0.4883,8.0903
16/11/21,13:44:6,5131.8389,N,3.9777,W,1.1616,0.8604,326.03,-0.0577,0.0538,0.9535,0.8545,0.1221,-0.3662,7.8065
16/11/21,13:44:12,5131.8389,N,3.9777,W,1.2508,0.9262,151.22,-0.0575,0.0540,0.9540,0.7324,0.1831,-0.7324,7.8774
16/11/21,13:44:18,5131.8389,N,3.9777,W,1.3405,0.9921,112.41,-0.0583,0.0538,0.9539,1.0376,0.4272,-0.6104,7.7355
16/11/21,13:44:24,5131.8384,N,3.9773,W,1.4299,1.0580,119.60,-0.0580,0.0542,0.9547,0.8545,0.3052,-0.3662,7.8065
16/11/21,13:44:30,5131.8384,N,3.9772,W,1.5191,1.1240,62.48,-0.0581,0.0543,0.9532,0.8545,0.2441,-0.4272,7.7000
16/11/21,13:44:36,5131.8384,N,3.9772,W,1.6084,1.1902,271.82,-0.0577,0.0543,0.9539,0.9766,0.3052,-0.5493,7.6645
16/11/21,13:44:42,5131.8384,N,3.9772,W,1.6979,1.2555,191.58,-0.0581,0.0535,0.9542,0.7935,0.1221,-0.6104,7.8774
16/11/21,13:44:48,5131.8384,N,3.9772,W,1.7874,1.3210,253.48,-0.0576,0.0533,0.9537,0.9155,0.1831,-0.4883,7.7000
16/11/21,13:44:54,5131.8379,N,3.9771,W,1.8766,1.3873,214.61,-0.0590,0.0549,0.9543,0.9766,0.3052,-0.5493,7.8065
16/11/21,13:45:0,5131.8379,N,3.9770,W,1.9664,1.4524,167.30,-0.0581,0.0532,0.9534,0.8545,0.1831,-0.5493,7.9129
16/11/21,13:45:6,5131.8379,N,3.9770,W,2.0560,1.5180,336.55,-0.0591,0.0542,0.9539,0.8545,0.3052,-0.3662,7.7355
16/11/21,13:45:12,5131.8379,N,3.9770,W,2.1460,1.5824,80.22,-0.0583,0.0529,0.9543,0.6104,0.1831,-0.6714,7.7000
16/11/21,13:45:18,5131.8379,N,3.9770,W,2.2352,1.6483,21.50,-0.0574,0.0541,0.9540,0.7324,0.3052,-0.3662,7.8774
16/11/21,13:45:24,5131.8374,N,3.9767,W,2.3248,1.7134,221.97,-0.0583,0.0536,0.9539,0.6714,0.1831,-0.5493,7.9129
16/11/21,13:45:30,5131.8374,N,3.9763,W,2.4143,1.7790,73.15,-0.0588,0.0543,0.9540,0.7935,0.3662,-0.5493,7.8774
16/11/21,13:45:36,5131.8374,N,3.9760,W,2.5033,1.8452,222.00,-0.0583,0.0546,0.9539,0.9766,0.1831,-0.6104,7.7710
16/11/21,13:45:42,5131.8369,N,3.9758,W,2.5932,1.9103,244.63,-0.0582,0.0536,0.9539,0.6714,0.4272,-0.6104,7.7000
16/11/21,13:45:48,5131.8369,N,3.9757,W,2.6821,1.9765,308.54,-0.0579,0.0544,0.9545,0.9155,0.2441,-0.4883,7.7710
16/11/21,13:45:54,5131.8364,N,3.9752,W,2.7714,2.0426,69.92,-0.0574,0.0540,0.9534,0.9766,0.3662,-0.5493,7.7355
16/11/21,13:46:0,5131.8364,N,3.9750,W,2.8614,2.1080,140.99,-0.0586,0.0538,0.9539,0.9766,0.4883,-0.6104,7.8774
16/11/21,13:46:6,5131.8364,N,3.9747,W,2.9504,2.1743,115.18,-0.0586,0.0548,0.9537,0.9766,0.3052,-0.4883,7.7710
16/11/21,13:46:12,5131.8364,N,3.9742,W,3.0401,2.2398,350.26,-0.0581,0.0537,0.9542,0.9766,0.4272,-0.4272,7.7000
16/11/21,13:46:18,5131.8359,N,3.9741,W,3.1292,2.3061,66.74,-0.0581,0.0546,0.9541,0.9766,0.3662,-0.3052,7.7000
16/11/21,13:46:24,5131.8359,N,3.9741,W,3.2183,2.3720,208.07,-0.0590,0.0547,0.9537,0.8545,0.2441,-0.4272,7.8065
16/11/21,13:46:30,5131.8359,N,3.9741,W,3.3076,2.4375,0.00,-0.0587,0.0544,0.9540,0.7324,0.3052,-0.4272,7.8774
16/11/21,13:46:36,5131.8359,N,3.9741,W,3.3974,2.5024,293.45,-0.0573,0.0530,0.9537,0.8545,0.1831,-0.3662,7.7355
16/11/21,13:46:42,5131.8359,N,3.9743,W,3.4868,2.5677,148.81,-0.0585,0.0540,0.9552,0.8545,0.1831,-0.3662,7.7710
16/11/21,13:46:48,5131.8359,N,3.9744,W,3.5754,2.6342,279.43,-0.0580,0.0547,0.9546,0.9155,0.1831,-0.6104,7.6645
16/11/21,13:46:54,5131.8359,N,3.9744,W,3.6627,2.7024,187.62,-0.0569,0.0558,0.9542,0.8545,0.2441,-0.3662,7.7000
16/11/21,13:47:0,5131.8359,N,3.9744,W,3.7522,2.7683,175.71,-0.0577,0.0540,0.9545,1.1597,0.4272,-0.4272,7.7355
16/11/21,13:47:6,5131.8359,N,3.9744,W,3.8422,2.8330,71.32,-0.0587,0.0538,0.9532,0.7324,0.4272,-0.5493,7.6645
16/11/21,13:47:12,5131.8359,N,3.9744,W,3.9318,2.8981,93.25,-0.0576,0.0536,0.9537,0.9155,0.2441,-0.4883,7.9129
16/11/21,13:47:18,5131.8359,N,3.9744,W,4.0223,2.9623,215.05,-0.0577,0.0529,0.9532,0.9766,0.4272,-0.4272,7.9839
16/11/21,13:47:24,5131.8359,N,3.9744,W,4.1138,3.0247,151.22,-0.0582,0.0522,0.9535,0.6104,0.4883,-0.3662,7.8065
