Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
16/11/21,12:12:42,5131.8364,N,3.6130,W,0.0155,0.1098,10.91,0.0723,0.1980,0.9285,0.5493,0.2441,-0.3662,7.7710
16/11/21,12:12:48,5131.8354,N,3.6157,W,0.0306,0.2196,9.24,0.0723,0.1987,0.9293,0.6104,-0.1221,-0.3662,7.7710
16/11/21,12:12:53,5131.8296,N,3.6086,W,0.0463,0.3295,78.27,0.0713,0.1980,0.9277,0.6104,0.1831,-0.1831,7.9129
16/11/21,12:12:58,5131.8267,N,3.6041,W,0.0619,0.4393,100.99,0.0713,0.1982,0.9292,0.6104,0.0000,-0.3052,7.8065
16/11/21,12:13:4,5131.8252,N,3.6073,W,0.0773,0.5490,98.40,0.0719,0.1973,0.9298,0.5493,0.0000,-0.4883,8.0194
16/11/21,12:13:9,5131.8247,N,3.6071,W,0.0928,0.6585,98.40,0.0715,0.1981,0.9280,0.3052,0.0610,-0.5493,7.9484
16/11/21,12:13:14,5131.8247,N,3.6063,W,0.1080,0.7683,98.40,0.0725,0.1980,0.9276,0.5493,0.0000,-0.4883,7.8774
16/11/21,12:13:19,5131.8252,N,3.6056,W,0.1235,0.8778,98.40,0.0719,0.1975,0.9271,0.3662,0.1221,-0.3662,7.9484
16/11/21,12:13:24,5131.8257,N,3.6053,W,0.1389,0.9874,98.40,0.0715,0.1995,0.9288,0.4272,0.0000,-0.4883,7.8065
16/11/21,12:13:29,5131.8262,N,3.6052,W,0.1541,1.0969,98.40,0.0719,0.1991,0.9297,0.3052,-0.0610,-0.4883,7.8419
16/11/21,12:13:34,5131.8267,N,3.6053,W,0.1694,1.2065,98.40,0.0723,0.1992,0.9309,0.4272,0.1221,-0.6104,8.0194
16/11/21,12:13:39,5131.8267,N,3.6059,W,0.2063,1.3401,98.40,0.0142,0.1387,0.9375,27.5879,-6.7749,8.2397,7.8774
16/11/21,12:13:44,5131.8267,N,3.6066,W,0.2211,1.4501,98.40,0.0593,0.1256,0.9564,3.0518,-11.2305,38.2080,7.9484
16/11/21,12:13:49,5131.8262,N,3.6073,W,0.3119,1.5218,98.40,0.0844,0.0126,0.9543,2.4414,3.9062,1.9531,7.8419
16/11/21,12:13:54,5131.8257,N,3.6077,W,0.2782,1.6274,98.40,0.2686,0.3179,0.8231,0.3052,-1.1597,-1.0986,7.8419
16/11/21,12:13:59,5131.8252,N,3.6081,W,0.2480,1.7353,98.40,0.2526,0.3699,0.8256,0.5493,-3.9673,1.0376,7.9129
16/11/21,12:14:17,5131.8398,N,3.5757,W,0.3295,1.8046,98.40,-0.0070,0.0627,0.9630,1.6479,-5.1270,-14.5874,7.8774
16/11/21,12:14:22,5131.8398,N,3.5759,W,0.4205,1.8671,98.40,-0.0065,0.0552,0.9558,0.5493,-0.0610,-0.3662,7.9484
16/11/21,12:14:27,5131.8398,N,3.5756,W,0.5112,1.9302,98.40,-0.0067,0.0560,0.9550,0.4883,0.0000,-0.3662,8.0903
16/11/21,12:14:32,5131.8398,N,3.5751,W,0.6022,1.9931,98.40,-0.0057,0.0554,0.9572,0.4272,0.1221,-0.4883,7.8774
16/11/21,12:14:37,5131.8398,N,3.5751,W,0.6933,2.0556,98.40,-0.0057,0.0551,0.9572,0.4883,0.0610,-0.3052,8.0194
16/11/21,12:14:42,5131.8394,N,3.5756,W,0.7846,2.1182,98.40,-0.0045,0.0542,0.9556,0.6714,0.0000,-0.3052,8.0548
16/11/21,12:14:48,5131.8364,N,3.5810,W,0.8760,2.1802,232.85,-0.0045,0.0538,0.9558,0.5493,-0.0610,-0.5493,7.8774
16/11/21,12:14:54,5131.8291,N,3.5951,W,0.9671,2.2422,228.52,-0.0054,0.0543,0.9548,0.4883,-0.1831,-0.3662,7.9129
16/11/21,12:15:0,5131.8247,N,3.6027,W,1.0574,2.3057,226.89,-0.0051,0.0559,0.9565,0.3662,0.0000,-0.4883,7.9839
16/11/21,12:15:6,5131.8223,N,3.6072,W,1.1490,2.3672,237.25,-0.0049,0.0540,0.9567,0.2441,0.0610,-0.3052,7.9484
16/11/21,12:15:12,5131.8208,N,3.6101,W,1.2404,2.4293,238.02,-0.0055,0.0544,0.9557,0.5493,0.0000,-0.3662,7.9129
16/11/21,12:15:18,5131.8203,N,3.6132,W,1.3319,2.4915,234.30,-0.0049,0.0542,0.9554,0.5493,0.1221,-0.4272,7.8774
16/11/21,12:15:24,5131.8198,N,3.6155,W,1.4230,2.5534,234.46,-0.0050,0.0542,0.9562,0.4883,-0.2441,-0.2441,7.9129
16/11/21,12:15:30,5131.8198,N,3.6172,W,1.5142,2.6153,252.48,-0.0051,0.0542,0.9547,0.4272,-0.1221,-0.3052,7.9484
16/11/21,12:15:36,5131.8193,N,3.6195,W,1.6059,2.6767,240.78,-0.0057,0.0542,0.9548,0.3052,0.0610,-0.3052,7.8419
16/11/21,12:15:42,5131.8198,N,3.6193,W,1.6967,2.7396,240.78,-0.0043,0.0546,0.9550,0.6104,0.0000,-0.3052,7.8774
16/11/21,12:15:48,5131.8198,N,3.6193,W,1.7884,2.8013,240.78,-0.0049,0.0537,0.9547,0.6714,0.0000,-0.2441,7.8774
16/11/21,12:15:54,5131.8198,N,3.6200,W,1.8807,2.8621,251.07,-0.0059,0.0536,0.9552,0.6714,0.0000,-0.2441,7.8774
16/11/21,12:16:0,5131.8198,N,3.6204,W,1.9716,2.9245,236.52,-0.0046,0.0544,0.9561,0.4272,-0.0610,-0.3052,7.9484
16/11/21,12:16:6,5131.8198,N,3.6211,W,2.0626,2.9865,242.22,-0.0048,0.0543,0.9563,0.3052,-0.1221,-0.4883,7.9839
