$GPGGA,153538.000,5131.8219,N,00003.6137,W,1,04,2.02,-10.1,M,47.0,M,,*69

$GPRMC,153538.000,A,5131.8219,N,00003.6137,W,0.25,202.20,141121,,,A*72

$GPRMC,153543.000,A,5131.8237,N,00003.6094,W,0.13,44.81,141121,,,A*44

$GPGGA,153544.000,5131.8240,N,00003.6085,W,1,04,2.02,-1.0,M,47.0,M,,*57

$GPGGA,153549.000,5131.8248,N,00003.6061,W,1,04,2.02,1.9,M,47.0,M,,*7C

$GPRMC,153549.000,A,5131.8248,N,00003.6061,W,0.33,27.85,141121,,,A*4F

$GPGGA,153554.000,5131.8252,N,00003.6055,W,1,04,2.02,4.1,M,47.0,M,,*71

$GPRMC,153554.000,A,5131.8252,N,00003.6055,W,0.18,30.58,141121,,,A*40

$GPGGA,153559.000,5131.8248,N,00003.6066,W,1,04,2.02,3.6,M,47.0,M,,*77

$GPRMC,153559.000,A,5131.8248,N,00003.6066,W,0.14,338.21,141121,,,A*7F

$GPGGA,153604.000,5131.8249,N,00003.6061,W,1,04,2.46,4.2,M,47.0,M,,*79

$GPRMC,153604.000,A,5131.8249,N,00003.6061,W,0.11,299.60,141121,,,A*78

$GPGGA,153609.000,5131.8249,N,00003.6055,W,1,04,2.44,5.2,M,47.0,M,,*70

$GPRMC,153609.000,A,5131.8249,N,00003.6055,W,0.08,120.34,141121,,,A*7A

$GPGGA,153614.000,5131.8252,N,00003.6055,W,1,04,2.44,6.1,M,47.0,M,,*76

$GPRMC,153614.000,A,5131.8252,N,00003.6055,W,0.08,19.32,141121,,,A*41

$GPGGA,153619.000,5131.8254,N,00003.6056,W,1,04,2.44,7.1,M,47.0,M,,*7F

$GPRMC,153619.000,A,5131.8254,N,00003.6056,W,0.04,84.21,141121,,,A*43

$GPGGA,153624.000,5131.8259,N,00003.6054,W,1,04,2.44,8.4,M,47.0,M,,*74

$GPRMC,153624.000,A,5131.8259,N,00003.6054,W,0.20,43.30,141121,,,A*4F

$GPGGA,153629.000,5131.8267,N,00003.6046,W,1,04,2.44,9.8,M,47.0,M,,*7A

$GPRMC,153629.000,A,5131.8267,N,00003.6046,W,0.40,37.20,141121,,,A*48

$GPGGA,153634.000,5131.8269,N,00003.6040,W,1,04,2.44,10.4,M,47.0,M,,*4A

$GPRMC,153634.000,A,5131.8269,N,00003.6040,W,0.26,31.79,141121,,,A*46

