$GPRMC,132913.000,A,5131.7476,N,00003.5679,W,0.15,177.75,161121,,,A*7E

$GPGGA,132914.000,5131.7476,N,00003.5679,W,1,07,1.20,36.0,M,47.0,M,,*4A

