Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
16/11/21,13:29:24,5131.7480,N,3.5677,W,0.0647,0.0899,120.38,-0.0315,0.1060,0.9503,0.5493,0.1221,-0.1831,7.7710
16/11/21,13:29:30,5131.7476,N,3.5676,W,0.1302,0.1796,191.92,-0.0339,0.1057,0.9503,0.7935,0.1221,-0.4272,7.8419
16/11/21,13:29:36,5131.7476,N,3.5681,W,0.1954,0.2693,308.59,-0.0336,0.1063,0.9489,0.6104,0.1221,-0.4272,7.8419
16/11/21,13:29:42,5131.7476,N,3.5683,W,0.2609,0.3588,217.05,-0.0333,0.1050,0.9490,0.7324,0.1221,-0.2441,7.9484
16/11/21,13:29:48,5131.7471,N,3.5685,W,0.3259,0.4485,282.14,-0.0337,0.1066,0.9491,0.6104,0.0000,-0.3662,7.7355
16/11/21,13:29:54,5131.7476,N,3.5701,W,0.3915,0.5377,236.08,-0.0342,0.1053,0.9491,0.4883,0.0610,-0.5493,7.8419
16/11/21,13:30:0,5131.7476,N,3.5714,W,0.4572,0.6273,118.08,-0.0338,0.1056,0.9484,0.7324,0.2441,-0.4272,7.8419
16/11/21,13:30:6,5131.7476,N,3.5712,W,0.5226,0.7168,188.12,-0.0336,0.1053,0.9479,0.6714,0.0610,-0.3662,7.7710
16/11/21,13:30:12,5131.7476,N,3.5711,W,0.5879,0.8062,47.51,-0.0336,0.1058,0.9476,0.5493,0.0610,-0.4272,7.8065
16/11/21,13:30:17,5131.7476,N,3.5709,W,0.6532,0.8958,93.11,-0.0338,0.1057,0.9498,0.7324,0.0000,-0.2441,7.7710
16/11/21,13:30:23,5131.7480,N,3.5701,W,0.7182,0.9857,101.00,-0.0330,0.1067,0.9498,0.6104,0.2441,-0.5493,7.7355
16/11/21,13:30:29,5131.7480,N,3.5697,W,0.7831,1.0752,81.20,-0.0336,0.1062,0.9490,0.4883,-0.1221,-0.6104,7.8419
16/11/21,13:30:34,5131.7480,N,3.5695,W,0.8484,1.1648,101.05,-0.0344,0.1066,0.9480,0.6714,0.0610,-0.3662,7.8774
16/11/21,13:30:40,5131.7485,N,3.5692,W,0.9136,1.2543,269.06,-0.0337,0.1063,0.9491,0.4883,0.0610,-0.4272,7.7710
16/11/21,13:30:46,5131.7485,N,3.5692,W,0.9792,1.3437,270.34,-0.0341,0.1055,0.9486,0.7324,0.0610,-0.5493,7.7710
16/11/21,13:30:52,5131.7480,N,3.5689,W,1.0449,1.4335,133.36,-0.0339,0.1060,0.9490,0.8545,0.3662,-0.1831,7.7355
16/11/21,13:30:58,5131.7476,N,3.5686,W,1.1106,1.5228,44.67,-0.0344,0.1058,0.9487,0.6714,0.1831,-0.3662,7.8065
16/11/21,13:31:4,5131.7476,N,3.5687,W,1.1756,1.6124,125.37,-0.0334,0.1064,0.9487,0.5493,0.0610,-0.5493,7.7355
16/11/21,13:31:10,5131.7480,N,3.5690,W,1.2410,1.7019,349.65,-0.0339,0.1061,0.9469,0.6104,0.1831,-0.5493,7.8065
16/11/21,13:31:16,5131.7480,N,3.5683,W,1.3066,1.7914,205.32,-0.0341,0.1061,0.9485,0.6714,0.2441,-0.2441,7.8774
16/11/21,13:31:22,5131.7476,N,3.5692,W,1.3720,1.8812,231.78,-0.0336,0.1060,0.9467,0.8545,0.2441,-0.3662,7.8065
16/11/21,13:31:28,5131.7471,N,3.5694,W,1.4376,1.9709,281.77,-0.0342,0.1061,0.9489,0.8545,0.2441,-0.4272,7.8065
