Date,Time,Latitude,Hemisphere (N-S),Longitude,Hemisphere (E-W),Pitch,Roll,Heading,x_Acc,y_Acc,z_Acc,x_Gyro,y_Gyro,z_Gyro,Voltage
16/11/21,13:34:21,5131.7490,N,3.5654,W,-0.0248,-0.1038,145.53,0.1992,-0.2473,0.8524,2.9907,-0.1221,-7.6904,7.9129
16/11/21,13:34:27,5131.7485,N,3.5664,W,-0.0186,-0.1173,227.74,0.6958,-0.1726,0.6036,21.5454,90.6982,41.0767,7.8419
16/11/21,13:34:33,5131.7500,N,3.5702,W,-0.1419,-0.0839,308.99,0.4993,0.0347,0.3462,3.7231,-14.1602,6.5308,7.8774
16/11/21,13:34:39,5131.7534,N,3.5728,W,-0.2112,0.0235,340.05,0.6842,0.3149,0.9950,25.6348,8.2397,6.0425,7.7710
16/11/21,13:34:45,5131.7563,N,3.5784,W,-0.3316,0.0636,293.52,0.6073,-0.0193,0.2950,30.3345,-8.4839,30.7007,7.9129
16/11/21,13:34:51,5131.7573,N,3.5861,W,-0.4160,0.0983,274.55,1.3461,0.0380,0.5223,21.0571,21.1182,13.2446,7.8419
16/11/21,13:34:57,5131.7578,N,3.5919,W,-0.5185,0.1313,295.04,0.6382,0.1527,0.2072,-17.0898,-5.1270,-18.8599,7.8419
16/11/21,13:35:3,5131.7588,N,3.5982,W,-0.6008,0.1499,285.26,1.1594,0.1172,0.2343,-4.4556,20.9961,-13.7329,7.8065
16/11/21,13:35:9,5131.7598,N,3.6054,W,-0.7202,0.1581,286.68,0.6361,-0.0996,0.2108,26.1230,-9.6436,20.3857,7.8419
16/11/21,13:35:15,5131.7612,N,3.6131,W,-0.8004,0.1436,286.47,1.2893,-0.1050,0.4352,-2.7466,24.4751,1.1597,8.0194
16/11/21,13:35:21,5131.7627,N,3.6182,W,-0.9106,0.1719,285.52,0.6257,0.1050,0.1865,-12.2070,-7.2021,-13.7329,7.7710
16/11/21,13:35:27,5131.7642,N,3.6247,W,-1.0145,0.1726,287.80,0.9971,-0.0907,0.2292,10.5591,4.6997,-2.1973,7.7710
16/11/21,13:35:33,5131.7637,N,3.6312,W,-1.1327,0.2148,236.63,0.6815,-0.0242,0.2429,34.0576,-6.6528,17.5171,7.8774
16/11/21,13:35:39,5131.7617,N,3.6371,W,-1.2408,0.2527,247.15,0.9757,0.0122,0.3778,24.9634,1.5259,19.6533,7.8065
16/11/21,13:35:45,5131.7607,N,3.6446,W,-1.3452,0.2946,248.81,0.6469,0.1565,0.1658,-10.0098,-6.8970,-8.7280,7.8419
16/11/21,13:35:51,5131.7588,N,3.6512,W,-1.3881,0.3000,230.15,1.2410,-0.0140,0.9158,2.6855,55.8472,-14.6484,7.8419
16/11/21,13:35:57,5131.7588,N,3.6592,W,-1.5253,0.2963,241.52,0.8549,-0.0240,0.2015,-3.9062,-22.4609,7.2632,7.9839
16/11/21,13:36:3,5131.7573,N,3.6666,W,-1.6388,0.3086,240.68,0.6753,0.0591,0.2258,-12.6343,-5.6152,-13.4888,7.8774
16/11/21,13:36:9,5131.7549,N,3.6726,W,-1.7136,0.3243,239.26,1.3145,0.0786,0.2346,-0.0610,28.4424,-9.2163,7.9484
16/11/21,13:36:15,5131.7529,N,3.6776,W,-1.7710,0.3000,245.78,1.5928,-0.1453,0.7130,-8.7891,43.0298,-12.6343,7.8065
16/11/21,13:36:21,5131.7568,N,3.6807,W,-1.9011,0.2778,346.54,0.7700,-0.1366,0.1819,4.8828,-19.5923,3.7231,7.7710
16/11/21,13:36:27,5131.7612,N,3.6820,W,-1.9886,0.2602,355.58,0.8420,0.0656,0.3718,-34.3018,16.7847,-25.3906,7.8065
16/11/21,13:36:33,5131.7651,N,3.6832,W,-2.1070,0.2365,339.60,1.0552,-0.1005,0.1665,-9.2163,-7.5684,-11.0474,7.8065
16/11/21,13:36:39,5131.7686,N,3.6851,W,-2.2188,0.2795,335.33,0.7448,0.0487,0.2979,18.3105,-3.1738,15.6860,7.9484
16/11/21,13:36:45,5131.7720,N,3.6870,W,-2.3446,0.2434,348.80,0.7777,-0.1483,0.1936,-4.5776,-16.6016,0.9155,7.8419
16/11/21,13:36:51,5131.7749,N,3.6871,W,-2.4165,0.2552,349.86,1.3134,0.0808,0.4769,-3.7842,30.7617,-6.5308,7.8419
16/11/21,13:36:57,5131.7773,N,3.6880,W,-2.5153,0.2717,341.42,0.8956,0.0955,0.3036,-9.4604,6.4697,-8.5449,7.8065
16/11/21,13:37:3,5131.7808,N,3.6890,W,-2.6457,0.2968,348.21,0.8190,0.0470,0.1705,5.1270,-18.3105,0.7324,7.8774
16/11/21,13:37:9,5131.7837,N,3.6901,W,-2.7029,0.2966,339.36,1.4429,-0.0134,0.3625,-2.3804,43.9453,-12.4512,7.8065
16/11/21,13:37:15,5131.7861,N,3.6941,W,-2.8310,0.3216,344.61,0.7998,0.0380,0.2491,6.6528,-16.1743,3.0518,7.7710
16/11/21,13:37:21,5131.7920,N,3.6973,W,-2.9265,0.2919,341.98,1.0431,-0.1752,0.2261,-2.6245,9.3384,-6.6528,7.8065
16/11/21,13:37:27,5131.7974,N,3.7003,W,-2.9856,0.2984,349.44,1.2141,-0.0812,0.8646,12.8784,42.0532,-6.2866,7.8774
16/11/21,13:37:33,5131.8008,N,3.7034,W,-3.1067,0.2888,338.39,0.7190,-0.1296,0.1476,16.4795,-12.2681,13.6719,7.8419
